name	alt name	url	summary
Tytos Frey	Tytos Frey	/reference/k/00229/index.html	A knight and only son of Ser Jared Frey.
Tytos Lannister	Tytos Lannister	/reference/k/00329/index.html	Lord of Casterly Rock and Warden of the West.
Tywin Frey	Tywin Frey	/reference/k/00230/index.html	Elder son of Ser Cleos Frey.
Tywin Lannister	Tywin Lannister	/reference/k/00330/index.html	Lord of Casterly Rock, Lord Paramount of the Westerlands, and Warden of the West.
Uffering, Helicent	Helicent Uffering	/reference/k/02819/index.html	Sister of Ser Rolland Uffering.
Uffering, Rolland	Rolland Uffering	/reference/k/02822/index.html	A knight and fourth husband of Lady Rohanne Webber.
Ulf	Ulf	/reference/k/01641/index.html	Called Ulf the Ill. An ironman warrior.
Ulf	Ulf	/reference/k/00852/index.html	A member of the Moon Brothers mountain clan.
Uller	Uller	/reference/k/01818/index.html	An ironman warrior.
Uller, Harmen	Harmen Uller	/reference/k/00630/index.html	Lord of Hellholt.
Ullhor, Grazdan Mo	Grazdan Mo Ullhor	/reference/k/00632/index.html	The oldest and most powerful slave lord of Astapor.
Ulmer	Ulmer	/reference/k/00853/index.html	A ranger of the Night's Watch.
Ulrick Dayne	Ulrick Dayne	/reference/k/02835/index.html	A knight.
Ulwyck Uller	Ulwyck Uller	/reference/k/00631/index.html	Brother of Lord Harmen Uller.
Umber, Hother	Hother Umber	/reference/k/00635/index.html	Called Whoresbane.  Uncle to Lord Jon Umber.
Umber, Jon	Jon Umber	/reference/k/00637/index.html	Called the Smalljon.  Eldest son of Lord Jon Umber.
Umber, Jon	Jon Umber	/reference/k/00634/index.html	Called the Greatjon.  Lord of Last Hearth.
Umber, Mors	Mors Umber	/reference/k/00636/index.html	Called Crowsfood.  Uncle to Lord Jon Umber.
Umfred	Umfred	/reference/k/02021/index.html	Steward of House Baelish's nameless keep.
Umma	Umma	/reference/k/02444/index.html	A cook at the temple of the Many-Faced God in Braavos.
Unella	Unella	/reference/k/02638/index.html	One of the Most Devout of the Faith.
Urek Ironmaker	Urek Ironmaker	/reference/k/02392/index.html	Eldest grandson of Erik Ironmaker.
Urras	Urras	/reference/k/02152/index.html	Called Urras Ironfoot. An old king of the Iron Islands.
Urreg	Urreg	/reference/k/01642/index.html	A commoner.
Urrigon Greyjoy	Urrigon Greyjoy	/reference/k/00901/index.html	
Urron Greyiron	Urron Greyiron	/reference/k/01805/index.html	Called Urron Redhand. King of the Iron Islands and head of house Greyiron.
Urswyck	Urswyck	/reference/k/01643/index.html	Called Faithful Urswyck. A member of the Brave Companions.
Urzen	Urzen	/reference/k/01895/index.html	An ironman warrior.
Utherydes Wayn	Utherydes Wayn	/reference/k/00658/index.html	Steward of Riverrun.
Uthor Tollett	Uthor Tollett	/reference/k/02233/index.html	Lord of Grey Glen.
Utt	Utt	/reference/k/01644/index.html	Called Septon Utt. A member of the Brave Companions.
Vaellyn	Vaellyn	/reference/k/02093/index.html	Called Vinegar Vaelyn. The archmaester of the Citadel for astronomy.
Vaith, Daeron	Daeron Vaith	/reference/k/02722/index.html	Lord of Red Dunes.
Vaith, Lady	Lady Vaith	/reference/k/02807/index.html	Lady of Red Dunes. Her first name is never given.
Val	Val	/reference/k/01646/index.html	Sister to Dalla.
Valarr Targaryen	Valarr Targaryen	/reference/k/00573/index.html	Elder son of Prince Baelor Targaryen.
Vance, Dafyn	Dafyn Vance	/reference/k/00639/index.html	A knight and member of House Vance. His daughter is Marianne.
Vance, Ellery	Ellery Vance	/reference/k/00640/index.html	
Vance, Emphyria	Emphyria Vance	/reference/k/02102/index.html	
Vance, Hugo	Hugo Vance	/reference/k/00642/index.html	A knight and member of House Vance.
Vance, Jon	Jon Vance	/reference/k/02099/index.html	
Vance, Karyl	Karyl Vance	/reference/k/00643/index.html	Eldest son of Lord Vance.
Vance, Kirth	Kirth Vance	/reference/k/00644/index.html	
Vance, Liane	Liane Vance	/reference/k/02100/index.html	
Vance, Lord	Lord Vance	/reference/k/00641/index.html	Lord of Wayfarer's Rest.
Vance, Marianne	Marianne Vance	/reference/k/00645/index.html	Only daughter of Ser Dafyn Vance.
Vance, Norbert	Norbert Vance	/reference/k/02084/index.html	Lord of Atranta and head of House Vance.
Vance, Patrek	Patrek Vance	/reference/k/00646/index.html	Younger son of Ser Dafyn Vance.
Vance, Rhialta	Rhialta Vance	/reference/k/02101/index.html	
Vance, Ronald	Ronald Vance	/reference/k/00647/index.html	
Vance, Walder	Walder Vance	/reference/k/00648/index.html	Elder son of Ser Dafyn Vance.
Varamyr	Varamyr	/reference/k/01647/index.html	Called Varamyr Sixskins. A wildling warg who controls a snow bear, three wolves, and a shadowcat.
Vardis Egen	Vardis Egen	/reference/k/00107/index.html	Captain of Lord Jon Arryn's household guard.
Vargo Hoat	Vargo Hoat	/reference/k/00287/index.html	Leader of the Brave Companions sellsword company.
Varly	Varly	/reference/k/00854/index.html	A guard at Winterfell.
Varner, Steffon	Steffon Varner	/reference/k/00649/index.html	A lord of the Reach.
Varys	Varys	/reference/k/00855/index.html	Called the Spider.  Master of whisperers for King Robert Baratheon.
Vayon Poole	Vayon Poole	/reference/k/00413/index.html	Steward of Winterfell.
Velaryon, Alyn	Alyn Velaryon	/reference/k/02895/index.html	Called Oakenfist.
Velaryon, Monford	Monford Velaryon	/reference/k/01502/index.html	Lord of Driftmark.
Velaryon, Monterys	Monterys Velaryon	/reference/k/00650/index.html	Son of Lord Monford Velaryon.
Vhagar	Vhagar	/reference/k/01792/index.html	One of the three dragons of Aegon the Conqueror.
Vickon Botley	Vickon Botley	/reference/k/01936/index.html	
Vickon Greyjoy	Vickon Greyjoy	/reference/k/01648/index.html	A former Lord of Pyke and head of House Greyjoy.
Victaria Tyrell	Victaria Tyrell	/reference/k/00626/index.html	Wife of Lord Jon Bulwer.
Victarion Greyjoy	Victarion Greyjoy	/reference/k/00264/index.html	Younger brother of Lord Balon Greyjoy, commander of the Iron Fleet, and captain of the Iron Victory.
Victor Tyrell	Victor Tyrell	/reference/k/00627/index.html	Cousin to Lord Mace Tyrell.
Vikary, Lymond	Lymond Vikary	/reference/k/00651/index.html	A knight of the Westerlands.
Visenya Targaryen	Visenya Targaryen	/reference/k/00574/index.html	Sister and wife of Aegon I Targaryen.
Viserion	Viserion	/reference/k/01793/index.html	A dragon.
Viserys I Targaryen	Viserys I Targaryen	/reference/k/00576/index.html	King of the Seven Kingdoms from 103-129.
Viserys II Targaryen	Viserys II Targaryen	/reference/k/00577/index.html	King of the Seven Kingdoms from 171-172.
Viserys III Targaryen	Viserys III Targaryen	/reference/k/00575/index.html	Younger son of King Aerys II Targaryen and Rhaella Targaryen.
Volentin, Qarro	Qarro Volentin	/reference/k/02748/index.html	First Sword of Braavos.
Volmark, Maron	Maron Volmark	/reference/k/02375/index.html	Lord of Volmark.
Vortimer Crane	Vortimer Crane	/reference/k/00894/index.html	A knight, member of House Crane, and master-at-arms for Highgarden.
Votar, Colloquo	Colloquo Votar	/reference/k/02189/index.html	An adventurer from Volantis.
Votyris, Byan	Byan Votyris	/reference/k/00652/index.html	A Norvoshi merchant caravan captain.
Vulture King	Vulture King	/reference/k/01650/index.html	An outlaw who operated out of the Red Mountains.
Vylarr	Vylarr	/reference/k/01651/index.html	Captain of Queen Cersei Baratheon's Lannister house guards.
Vyman	Vyman	/reference/k/00856/index.html	Maester of Riverrun.
Vypren, Damon	Damon Vypren	/reference/k/00653/index.html	Only son of Lord Lucias Vypren.
Vypren, Elyana	Elyana Vypren	/reference/k/00654/index.html	Wife of Ser Jon Wylde.
Vypren, Lucias	Lucias Vypren	/reference/k/00655/index.html	A lord of the Riverlands.
Vyrwel, Igon	Igon Vyrwel	/reference/k/00893/index.html	Captain of the guard at Highgarden.
Wagstaff, Humfrey	Humfrey Wagstaff	/reference/k/02218/index.html	A knight.
Walda Frey	Walda Frey	/reference/k/00231/index.html	Only daughter of Edwyn Frey.
Walda Frey	Walda Frey	/reference/k/00232/index.html	Middle daughter of Lothar Frey.
Walda Rivers	Walda Rivers	/reference/k/00437/index.html	Daughter of Walder Rivers.
Walder	Walder	/reference/k/00857/index.html	A stableboy at Winterfell.  His real name is Walder.
Walder Brax	Walder Brax	/reference/k/00048/index.html	Middle son of Ser Flement Brax.
Walder Frey	Walder Frey	/reference/k/00233/index.html	Lord of the Twins.
Walder Goodbrook	Walder Goodbrook	/reference/k/00252/index.html	Only son of Ser Garse Goodbrook.
Walder Haigh	Walder Haigh	/reference/k/00269/index.html	Only son of Ser Harys Haigh.
Walder Rivers	Walder Rivers	/reference/k/00438/index.html	Eldest bastard son of Lord Walder Frey.
Walder Vance	Walder Vance	/reference/k/00648/index.html	Elder son of Ser Dafyn Vance.
Waldon Wynch	Waldon Wynch	/reference/k/02258/index.html	Lord of Iron Holt.
Walgrave	Walgrave	/reference/k/02092/index.html	
Wallace Massey	Wallace Massey	/reference/k/00225/index.html	A steward of the Night's Watch, steward and squire to Ser Denys Mallister, and a member of House Massey.
Wallace Waynwood	Wallace Waynwood	/reference/k/01926/index.html	Youngest son of Lady Anya Waynwood.
Wallen	Wallen	/reference/k/00858/index.html	A man of the Night's Watch.
Walton	Walton	/reference/k/01806/index.html	Called Steelshanks Walton. A soldier in service to Lord Roose Bolton.
Walton Frey	Walton Frey	/reference/k/00234/index.html	Youngest son of Ser Stevron Frey.
Walton Stark	Walton Stark	/reference/k/01807/index.html	Called the Moon King. King in the North.
Waltyr Frey	Waltyr Frey	/reference/k/00235/index.html	Called Tyr.  Twenty-first son of Lord Walder Frey.
Warren	Warren	/reference/k/01652/index.html	A knight of the Riverlands.
Warryn Beesbury	Warryn Beesbury	/reference/k/02698/index.html	Lord of Honeyholt.
Wat	Wat	/reference/k/02269/index.html	Called the Blue Bard.
Wat	Wat	/reference/k/02566/index.html	A sailor.
Wat	Wat	/reference/k/02597/index.html	An orphan boy.
Wat	Wat	/reference/k/02791/index.html	
Wat	Wat	/reference/k/02793/index.html	A peasant on the lands of House Osgrey.
Wat	Wat	/reference/k/02792/index.html	A peasant on the lands of House Osgrey.
Wate	Wate	/reference/k/02757/index.html	A man-at-arms in service to House Targaryen.
Waters, Aurane	Aurane Waters	/reference/k/00657/index.html	Called the Bastard of Driftmark. Bastard relation of Lord Monford Velaryon.
Waters, Humfrey	Humfrey Waters	/reference/k/02640/index.html	Captain of the Dragon Gate in the City Watch of King's Landing.
Waters, Jeyne	Jeyne Waters	/reference/k/02897/index.html	Bastard daughter of Alyn Velaryon and Elaena Targaryen.
Waters, Jon	Jon Waters	/reference/k/02896/index.html	Bastard son of Alyn Velaryon and Elaena Targaryen.
Waters, Tyrion	Tyrion Waters	/reference/k/02320/index.html	Bastard son of Lollys Stokeworth.
Watt	Watt	/reference/k/02034/index.html	Called Watt of Long Lake. A man of the Night's Watch.
Watty	Watty	/reference/k/01653/index.html	Called Watty the Miller. A commoner.
Waxley, Edmund	Edmund Waxley	/reference/k/02620/index.html	A knight and master of Wickenden.
Waymar Royce	Waymar Royce	/reference/k/00454/index.html	Youngest son of Lord Yohn Royce and a ranger of the Night's Watch.
Wayn	Wayn	/reference/k/00859/index.html	A guard at Winterfell.
Wayn	Wayn	/reference/k/01093/index.html	A house of the Riverlands.
Wayn, Utherydes	Utherydes Wayn	/reference/k/00658/index.html	Steward of Riverrun.
Waynwood, Anya	Anya Waynwood	/reference/k/00695/index.html	Lady of Ironoaks Castle.
Waynwood, Carolei	Carolei Waynwood	/reference/k/00659/index.html	Wife of Ser Geremy Frey.
Waynwood, Donnel	Donnel Waynwood	/reference/k/00660/index.html	Second son of Lady Anya Waynwood.
Waynwood, Elys	Elys Waynwood	/reference/k/01919/index.html	
Waynwood, Jasper	Jasper Waynwood	/reference/k/01922/index.html	
Waynwood, Marsella	Marsella Waynwood	/reference/k/00661/index.html	Third wife of Ser Stevron Frey.
Waynwood, Morton	Morton Waynwood	/reference/k/00662/index.html	Eldest son of Lady Anya Waynwood.
Weasel	Weasel	/reference/k/00886/index.html	A young girl.
Weaver, Romny	Romny Weaver	/reference/k/02370/index.html	An Ironman warrior.
Webber, Reynard	Reynard Webber	/reference/k/02804/index.html	Lord of Coldmoat.
Webber, Rohanne	Rohanne Webber	/reference/k/02818/index.html	Lady of Coldmoat.
Weeper	Weeper	/reference/k/01655/index.html	A wildling leader.
Weese	Weese	/reference/k/00887/index.html	Understeward in charge of the Wailing Tower of Harrenhal.
Weg, Mag Mar Tun Doh	Mag Mar Tun Doh Weg	/reference/k/01485/index.html	Called Mag the Mighty. The leader of the giants.
Wells, Theodan	Theodan Wells	/reference/k/02636/index.html	A knight.
Wenda	Wenda	/reference/k/01656/index.html	Called Wenda the White Fawn. A member of the Kingswood Brotherhood.
Wendamyr	Wendamyr	/reference/k/00860/index.html	Maester of Pyke.
Wendel Frey	Wendel Frey	/reference/k/00236/index.html	Nineteenth son of Lord Walder Frey.
Wendel Manderly	Wendel Manderly	/reference/k/00352/index.html	Younger son of Lord Wyman Manderly.
Wendell Webber	Wendell Webber	/reference/k/02789/index.html	Wife of Lord Rowan.
Wendello Qar Deeth	Wendello Qar Deeth	/reference/k/01657/index.html	One of the pureblood of Qarth.
Werlag	Werlag	/reference/k/01894/index.html	An ironman warrior.
Westerling, Eleyna	Eleyna Westerling	/reference/k/00663/index.html	Younger daughter of Lord Gawen Westerling.
Westerling, Elys	Elys Westerling	/reference/k/00664/index.html	A knight of the Westerlands.
Westerling, Gawen	Gawen Westerling	/reference/k/00665/index.html	Lord of the Crag.
Westerling, Jeyne	Jeyne Westerling	/reference/k/01816/index.html	Wife of King Maegor Targaryen.
Westerling, Jeyne	Jeyne Westerling	/reference/k/00666/index.html	Elder daughter of Gawen Westerling and Sybell Spicer.
Westerling, Raynald	Raynald Westerling	/reference/k/00667/index.html	Elder son of Lord Gawen Westerling.
Westerling, Rollam	Rollam Westerling	/reference/k/00668/index.html	Younger son of Lord Gawen Westerling.
Wex Pyke	Wex Pyke	/reference/k/00417/index.html	Bastard son of Sargon Botley.
Whalen Frey	Whalen Frey	/reference/k/00237/index.html	Fourteenth son of Lord Walder Frey.
Whent, Fair Maid	Fair Maid Whent	/reference/k/00669/index.html	
Whent, Lord	Lord Whent	/reference/k/00671/index.html	Lord of Harrenhal during the reign of Aerys II Targaryen.
Whent, Lord	Lord Whent	/reference/k/00670/index.html	The first Whent lord of Harrenhal.
Whent, Minisa	Minisa Whent	/reference/k/00672/index.html	Wife of Lord Hoster Tully.
Whent, Oswell	Oswell Whent	/reference/k/00673/index.html	A knight of King Aerys II Targaryen's Kingsguard.
Whent, Sarya	Sarya Whent	/reference/k/00674/index.html	Fifth wife of Lord Walder Frey.
Whent, Shella	Shella Whent	/reference/k/00675/index.html	Lady of Harrenhal.
White Walda Frey	White Walda Frey	/reference/k/00238/index.html	Only daughter of Rhaegar Frey.
Whitesmile Wat	Whitesmile Wat	/reference/k/00656/index.html	A singer.
Wick	Wick	/reference/k/02744/index.html	Called Wick Whittlestick. A steward of the Night's Watch.
Wife Stoops	Wife Stoops	/reference/k/02846/index.html	The wife of Sam Stoops. Her name is never given.
Wilbert	Wilbert	/reference/k/01660/index.html	A knight and master of Stoney Sept.
Wilbert Osgrey	Wilbert Osgrey	/reference/k/02782/index.html	Called the Little Lion. A knight.
Will	Will	/reference/k/01661/index.html	Called Hookface Will. A guard at Dragonstone.
Will	Will	/reference/k/02600/index.html	An orphan boy.
Will	Will	/reference/k/00863/index.html	A ranger of the Night's Watch.
Will	Will	/reference/k/02794/index.html	Called Will Bean. A peasant on the lands of House Osgrey.
Will	Will	/reference/k/02293/index.html	Called Will the Stork.
Will	Will	/reference/k/02795/index.html	Called Will Barleycorn. A peasant on the lands of House Osgrey.
Will Humble	Will Humble	/reference/k/02368/index.html	An Ironman warrior.
Willamen Frey	Willamen Frey	/reference/k/00239/index.html	Maester of Longbow Hall and seventeenth son of Lord Walder Frey.
Willas Tyrell	Willas Tyrell	/reference/k/00628/index.html	Oldest son of Lord Mace Tyrell.
Willem Darry	Willem Darry	/reference/k/00095/index.html	Master-at-arms of the Red Keep during the reign of King Aerys II Targaryen.
Willem Frey	Willem Frey	/reference/k/00240/index.html	Younger son of Ser Cleos Frey.
Willem Lannister	Willem Lannister	/reference/k/00333/index.html	Younger son of Ser Kevan Lannister and Dorna Swyft.
Willem Wylde	Willem Wylde	/reference/k/00683/index.html	A knight of the Kingsguard. Fought on behalf of Aerion Targaryen in a trial of seven at Ashford Meadow.
William	William	/reference/k/02481/index.html	Brother of Septon Maribald.
William Dustin	William Dustin	/reference/k/00736/index.html	Lord of Barrowton during the reign of Aerys II Targaryen.
William Mooton	William Mooton	/reference/k/02030/index.html	Lord of Maidenpool and head of House Mooton.
William Stark	William Stark	/reference/k/01662/index.html	Lord of Winterfell.
William Wythers	William Wythers	/reference/k/02659/index.html	A knight and captain of Margaery Tyrell's household guard.
Willifer	Willifer	/reference/k/02706/index.html	An archmaester of the Citadel.
Willis Wode	Willis Wode	/reference/k/00676/index.html	A knight in service to House Whent.
Willit	Willit	/reference/k/01663/index.html	A man-at-arms in service to House Swyft.
